# Simulator: Gillespie's Stochastic Algorithm
# Number of data points: 100
# Number of independent replications: 10
# Stop time: 15000.0
# Start time: 0.0
# Model Parameters
# Run time = 44.75600051879883
# Time, "F"
0.0, 0.0
151.5151515151515, 0.0
303.030303030303, 0.0
454.5454545454545, 0.0
606.060606060606, 0.0
757.5757575757575, 0.0
909.090909090909, 0.0
1060.6060606060605, 0.0
1212.121212121212, 0.0
1363.6363636363635, 0.0
1515.151515151515, 0.0
1666.6666666666665, 0.0
1818.181818181818, 0.0
1969.6969696969695, 0.0
2121.212121212121, 0.0
2272.7272727272725, 0.0
2424.242424242424, 0.0
2575.7575757575755, 0.0
2727.272727272727, 0.0
2878.7878787878785, 0.0
3030.30303030303, 0.0
3181.8181818181815, 0.0
3333.333333333333, 0.0
3484.8484848484845, 0.0
3636.363636363636, 0.0
3787.8787878787875, 0.0
3939.393939393939, 0.1
4090.9090909090905, 0.1
4242.424242424242, 0.30000000000000004
4393.939393939394, 0.5
4545.454545454545, 0.4
4696.969696969696, 0.5
4848.484848484848, 34.7
5000.0, 5938.900000000001
5151.515151515151, 12030.1
5303.030303030302, 18087.4
5454.545454545454, 24132.600000000002
5606.060606060606, 30203.2
5757.575757575757, 36286.700000000004
5909.090909090908, 42342.0
6060.60606060606, 48383.0
6212.121212121212, 54438.4
6363.636363636363, 60521.200000000004
6515.151515151514, 66545.0
6666.666666666666, 72600.1
6818.181818181818, 78692.20000000001
6969.696969696969, 84745.1
7121.21212121212, 90798.20000000001
7272.727272727272, 96911.70000000001
7424.242424242424, 102982.40000000001
7575.757575757575, 109049.1
7727.272727272726, 115117.0
7878.787878787878, 121143.5
8030.30303030303, 127230.1
8181.818181818181, 133277.2
8333.333333333332, 139313.6
8484.848484848484, 145373.7
8636.363636363636, 151436.7
8787.878787878788, 157551.7
8939.393939393938, 163628.90000000002
9090.90909090909, 169671.1
9242.424242424242, 175726.80000000002
9393.939393939392, 181789.90000000002
9545.454545454544, 187811.90000000002
9696.969696969696, 193882.40000000002
9848.484848484848, 199918.40000000002
10000.0, 205925.90000000002
10151.51515151515, 211991.1
10303.030303030302, 218059.5
10454.545454545454, 224157.2
10606.060606060604, 230249.1
10757.575757575756, 236318.30000000002
10909.090909090908, 242358.0
11060.60606060606, 248431.6
11212.121212121212, 254523.5
11363.636363636362, 260610.90000000002
11515.151515151514, 266664.10000000003
11666.666666666666, 272712.9
11818.181818181816, 278696.0
11969.696969696968, 284752.10000000003
12121.21212121212, 290837.7
12272.727272727272, 296883.5
12424.242424242424, 302947.7
12575.757575757574, 309048.5
12727.272727272726, 315102.10000000003
12878.787878787878, 321167.7
13030.303030303028, 327243.30000000005
13181.81818181818, 333309.7
13333.333333333332, 339381.30000000005
13484.848484848484, 345448.0
13636.363636363636, 351476.5
13787.878787878786, 357497.0
13939.393939393938, 363530.30000000005
14090.90909090909, 369650.7
14242.42424242424, 375694.9
14393.939393939392, 381731.0
14545.454545454544, 387824.5
14696.969696969696, 393890.5
14848.484848484848, 399941.5
14999.999999999998, 405984.30000000005
